date,time,temp,dewpoint,humidity,wind,windspeed,windgust,pressurre,precip,condit
7/9/19,3:50 AM,48 å¡F,45 å¡F,87%,CALM,0 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,4:20 AM,46 å¡F,45 å¡F,93%,VAR,1 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,4:50 AM,45 å¡F,43 å¡F,93%,VAR,1 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,5:20 AM,46 å¡F,45 å¡F,93%,VAR,2 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,5:50 AM,46 å¡F,45 å¡F,93%,CALM,0 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,6:20 AM,48 å¡F,45 å¡F,87%,VAR,2 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,6:50 AM,50 å¡F,48 å¡F,94%,N,2 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,7:20 AM,52 å¡F,48 å¡F,88%,VAR,2 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,7:50 AM,54 å¡F,50 å¡F,88%,CALM,0 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,8:20 AM,57 å¡F,52 å¡F,82%,CALM,0 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,8:50 AM,57 å¡F,48 å¡F,72%,VAR,2 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,9:20 AM,59 å¡F,48 å¡F,67%,ENE,5 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,9:50 AM,59 å¡F,48 å¡F,67%,VAR,3 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,10:20 AM,59 å¡F,48 å¡F,67%,NNE,3 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,10:50 AM,59 å¡F,46 å¡F,63%,NNE,5 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,11:20 AM,61 å¡F,48 å¡F,63%,E,3 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,11:50 AM,63 å¡F,46 å¡F,55%,VAR,5 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,12:20 PM,64 å¡F,46 å¡F,52%,NNE,3 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,12:50 PM,64 å¡F,45 å¡F,49%,VAR,2 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,1:20 PM,64 å¡F,46 å¡F,52%,VAR,2 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,1:50 PM,66 å¡F,46 å¡F,49%,NNW,3 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,2:20 PM,66 å¡F,45 å¡F,46%,VAR,2 mph,0 mph,30.04 in,0.0 in,Fair
7/9/19,2:50 PM,68 å¡F,46 å¡F,46%,NE,3 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,3:20 PM,68 å¡F,45 å¡F,43%,VAR,5 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,3:50 PM,66 å¡F,45 å¡F,46%,N,5 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,4:20 PM,68 å¡F,45 å¡F,43%,VAR,5 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,4:50 PM,70 å¡F,45 å¡F,40%,N,6 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,5:20 PM,68 å¡F,48 å¡F,49%,NNE,7 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,5:50 PM,68 å¡F,45 å¡F,43%,N,10 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,6:20 PM,68 å¡F,45 å¡F,43%,N,8 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,6:50 PM,66 å¡F,45 å¡F,46%,N,8 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,7:20 PM,66 å¡F,45 å¡F,46%,N,8 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,7:50 PM,64 å¡F,45 å¡F,49%,N,8 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,8:20 PM,66 å¡F,45 å¡F,46%,N,6 mph,0 mph,29.98 in,0.0 in,Fair
7/9/19,8:50 PM,63 å¡F,46 å¡F,55%,N,7 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,9:20 PM,61 å¡F,46 å¡F,59%,N,5 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,9:50 PM,59 å¡F,48 å¡F,67%,NNE,3 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,10:20 PM,59 å¡F,48 å¡F,67%,N,3 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,10:50 PM,57 å¡F,48 å¡F,72%,N,5 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,11:20 PM,55 å¡F,48 å¡F,77%,NNE,2 mph,0 mph,30.01 in,0.0 in,Fair
7/9/19,11:50 PM,54 å¡F,48 å¡F,82%,NNE,3 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,12:20 AM,55 å¡F,48 å¡F,77%,NE,3 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,12:50 AM,55 å¡F,48 å¡F,77%,ENE,2 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,1:20 AM,54 å¡F,48 å¡F,82%,NNE,1 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,1:50 AM,54 å¡F,48 å¡F,82%,VAR,1 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,2:20 AM,52 å¡F,46 å¡F,82%,N,1 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,2:50 AM,52 å¡F,48 å¡F,88%,ENE,1 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,3:20 AM,52 å¡F,48 å¡F,88%,E,2 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,3:50 AM,54 å¡F,48 å¡F,82%,E,2 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,4:20 AM,52 å¡F,48 å¡F,88%,VAR,1 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,4:50 AM,52 å¡F,48 å¡F,88%,ESE,3 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,5:20 AM,52 å¡F,46 å¡F,82%,ESE,1 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,5:50 AM,54 å¡F,46 å¡F,77%,SE,2 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,6:20 AM,54 å¡F,46 å¡F,77%,SE,3 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,6:50 AM,55 å¡F,46 å¡F,72%,SE,3 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,7:20 AM,55 å¡F,46 å¡F,72%,SE,3 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,7:50 AM,57 å¡F,45 å¡F,63%,ESE,5 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,8:20 AM,59 å¡F,46 å¡F,63%,SE,6 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,8:50 AM,61 å¡F,46 å¡F,59%,SSE,3 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,9:20 AM,63 å¡F,48 å¡F,59%,SSE,3 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,9:50 AM,64 å¡F,46 å¡F,52%,SSE,5 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,10:20 AM,66 å¡F,50 å¡F,56%,SSE,3 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,10:50 AM,66 å¡F,45 å¡F,46%,SW,3 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,11:20 AM,68 å¡F,43 å¡F,40%,VAR,2 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,11:50 AM,68 å¡F,45 å¡F,43%,VAR,2 mph,0 mph,30.01 in,0.0 in,Fair
7/10/19,12:20 PM,70 å¡F,45 å¡F,40%,VAR,2 mph,0 mph,29.98 in,0.0 in,Fair
7/10/19,12:50 PM,72 å¡F,45 å¡F,38%,WSW,5 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
7/10/19,1:20 PM,70 å¡F,45 å¡F,40%,VAR,3 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
7/10/19,1:50 PM,72 å¡F,46 å¡F,41%,VAR,2 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
7/10/19,2:20 PM,72 å¡F,50 å¡F,46%,NW,6 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
7/10/19,2:50 PM,72 å¡F,50 å¡F,46%,NW,5 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
7/10/19,3:20 PM,72 å¡F,52 å¡F,50%,VAR,6 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
7/10/19,3:50 PM,73 å¡F,52 å¡F,47%,NW,6 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
7/10/19,4:20 PM,72 å¡F,52 å¡F,50%,NNW,5 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
7/10/19,4:50 PM,73 å¡F,54 å¡F,50%,NNW,3 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
7/10/19,5:20 PM,72 å¡F,54 å¡F,53%,NW,6 mph,0 mph,29.95 in,0.0 in,Partly Cloudy
7/10/19,5:50 PM,73 å¡F,54 å¡F,50%,VAR,2 mph,0 mph,29.92 in,0.0 in,Partly Cloudy
7/10/19,6:20 PM,72 å¡F,55 å¡F,57%,VAR,2 mph,0 mph,29.92 in,0.0 in,Partly Cloudy
7/10/19,6:50 PM,70 å¡F,55 å¡F,60%,NNE,3 mph,0 mph,29.92 in,0.0 in,Light Rain
7/10/19,7:20 PM,70 å¡F,57 å¡F,64%,NNE,3 mph,0 mph,29.92 in,0.0 in,Light Rain
7/10/19,7:50 PM,68 å¡F,61 å¡F,78%,NE,3 mph,0 mph,29.92 in,0.0 in,Fair
7/10/19,8:20 PM,68 å¡F,59 å¡F,73%,NE,2 mph,0 mph,29.92 in,0.0 in,Fair
7/10/19,8:50 PM,68 å¡F,59 å¡F,73%,ESE,2 mph,0 mph,29.89 in,0.0 in,Fair
7/10/19,9:20 PM,66 å¡F,59 å¡F,78%,E,1 mph,0 mph,29.89 in,0.0 in,Fair
7/10/19,9:50 PM,66 å¡F,59 å¡F,78%,SE,1 mph,0 mph,29.89 in,0.0 in,Fair
7/10/19,10:20 PM,64 å¡F,57 å¡F,77%,SE,3 mph,0 mph,29.89 in,0.0 in,Fair
7/10/19,10:50 PM,63 å¡F,57 å¡F,82%,SSE,2 mph,0 mph,29.89 in,0.0 in,Fair
7/10/19,11:20 PM,61 å¡F,57 å¡F,88%,SSE,2 mph,0 mph,29.86 in,0.0 in,Fair
7/10/19,11:50 PM,61 å¡F,55 å¡F,82%,S,5 mph,0 mph,29.86 in,0.0 in,Fair
7/11/19,12:20 AM,61 å¡F,55 å¡F,82%,S,6 mph,0 mph,29.86 in,0.0 in,Fair
7/11/19,12:50 AM,61 å¡F,55 å¡F,82%,S,5 mph,0 mph,29.86 in,0.0 in,Fair
7/11/19,1:20 AM,61 å¡F,55 å¡F,82%,S,6 mph,0 mph,29.86 in,0.0 in,Fair
7/11/19,1:50 AM,61 å¡F,55 å¡F,82%,S,6 mph,0 mph,29.83 in,0.0 in,Fair
7/11/19,2:20 AM,61 å¡F,55 å¡F,82%,S,7 mph,0 mph,29.83 in,0.0 in,Fair
7/11/19,2:50 AM,63 å¡F,55 å¡F,77%,S,7 mph,0 mph,29.83 in,0.0 in,Fair
7/11/19,3:20 AM,63 å¡F,54 å¡F,72%,S,7 mph,0 mph,29.83 in,0.0 in,Fair
7/11/19,3:50 AM,63 å¡F,54 å¡F,72%,S,7 mph,0 mph,29.81 in,0.0 in,Fair
7/11/19,4:20 AM,63 å¡F,54 å¡F,72%,S,8 mph,0 mph,29.81 in,0.0 in,Light Rain
7/11/19,4:50 AM,63 å¡F,54 å¡F,72%,S,8 mph,0 mph,29.81 in,0.0 in,Light Rain
7/11/19,5:20 AM,63 å¡F,54 å¡F,72%,S,6 mph,0 mph,29.81 in,0.0 in,Light Rain
7/11/19,5:50 AM,63 å¡F,54 å¡F,72%,S,7 mph,0 mph,29.81 in,0.0 in,Fair
7/11/19,6:20 AM,63 å¡F,54 å¡F,72%,VAR,1 mph,0 mph,29.81 in,0.0 in,Fair
7/11/19,6:50 AM,63 å¡F,54 å¡F,72%,SW,5 mph,0 mph,29.81 in,0.0 in,Fair
7/11/19,7:20 AM,63 å¡F,57 å¡F,82%,VAR,1 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,7:50 AM,64 å¡F,57 å¡F,77%,SW,3 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,8:20 AM,64 å¡F,57 å¡F,77%,SW,5 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,8:50 AM,64 å¡F,57 å¡F,77%,SW,5 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,9:20 AM,64 å¡F,57 å¡F,77%,VAR,2 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,9:50 AM,66 å¡F,57 å¡F,73%,SW,5 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,10:20 AM,68 å¡F,57 å¡F,68%,SW,5 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,10:50 AM,68 å¡F,55 å¡F,64%,WSW,7 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,11:20 AM,70 å¡F,55 å¡F,60%,SW,6 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,11:50 AM,70 å¡F,54 å¡F,56%,SW,7 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,12:20 PM,70 å¡F,54 å¡F,56%,WSW,8 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,12:50 PM,72 å¡F,52 å¡F,50%,WSW,9 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,1:20 PM,72 å¡F,52 å¡F,50%,WSW,9 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,1:50 PM,70 å¡F,54 å¡F,56%,WSW,9 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,2:20 PM,70 å¡F,52 å¡F,53%,W,8 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,2:50 PM,72 å¡F,54 å¡F,53%,W,7 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,3:20 PM,73 å¡F,54 å¡F,50%,W,7 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,3:50 PM,73 å¡F,54 å¡F,50%,W,9 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,4:20 PM,75 å¡F,54 å¡F,47%,W,10 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,4:50 PM,75 å¡F,54 å¡F,47%,WNW,9 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,5:20 PM,77 å¡F,54 å¡F,44%,W,8 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,5:50 PM,75 å¡F,54 å¡F,47%,WNW,9 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,6:20 PM,77 å¡F,54 å¡F,44%,W,10 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,6:50 PM,75 å¡F,52 å¡F,44%,W,12 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,7:20 PM,75 å¡F,55 å¡F,50%,WNW,7 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,7:50 PM,73 å¡F,54 å¡F,50%,NW,8 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,8:20 PM,73 å¡F,54 å¡F,50%,NW,8 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,8:50 PM,72 å¡F,55 å¡F,57%,NNW,6 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,9:20 PM,68 å¡F,57 å¡F,68%,N,3 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,9:50 PM,66 å¡F,57 å¡F,73%,N,3 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,10:20 PM,66 å¡F,57 å¡F,73%,N,5 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,10:50 PM,64 å¡F,55 å¡F,73%,NNE,3 mph,0 mph,29.78 in,0.0 in,Fair
7/11/19,11:20 PM,64 å¡F,57 å¡F,77%,VAR,2 mph,0 mph,29.75 in,0.0 in,Fair
7/11/19,11:50 PM,61 å¡F,57 å¡F,88%,VAR,2 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,12:20 AM,63 å¡F,57 å¡F,82%,SSE,2 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,12:50 AM,61 å¡F,55 å¡F,82%,SSW,2 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,1:20 AM,61 å¡F,57 å¡F,88%,SSW,2 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,1:50 AM,61 å¡F,55 å¡F,82%,SSW,3 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,2:20 AM,59 å¡F,55 å¡F,88%,S,3 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,2:50 AM,59 å¡F,55 å¡F,88%,S,3 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,3:20 AM,59 å¡F,55 å¡F,88%,S,3 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,3:50 AM,59 å¡F,55 å¡F,88%,WSW,2 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,4:20 AM,61 å¡F,55 å¡F,82%,WSW,2 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,4:50 AM,59 å¡F,55 å¡F,88%,WSW,3 mph,0 mph,29.72 in,0.0 in,Fair
7/12/19,5:20 AM,59 å¡F,55 å¡F,88%,W,2 mph,0 mph,29.72 in,0.0 in,Fair
7/12/19,5:50 AM,59 å¡F,55 å¡F,88%,W,5 mph,0 mph,29.72 in,0.0 in,Fair
7/12/19,6:20 AM,59 å¡F,54 å¡F,82%,WSW,3 mph,0 mph,29.72 in,0.0 in,Fair
7/12/19,6:50 AM,61 å¡F,52 å¡F,72%,W,6 mph,0 mph,29.72 in,0.0 in,Fair
7/12/19,7:20 AM,59 å¡F,52 å¡F,77%,WSW,7 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,7:50 AM,63 å¡F,52 å¡F,68%,WSW,6 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,8:20 AM,64 å¡F,54 å¡F,68%,W,6 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,8:50 AM,64 å¡F,54 å¡F,68%,WSW,5 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,9:20 AM,66 å¡F,55 å¡F,68%,WSW,5 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,9:50 AM,66 å¡F,55 å¡F,68%,W,5 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,10:20 AM,68 å¡F,57 å¡F,68%,W,6 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,10:50 AM,66 å¡F,57 å¡F,73%,W,9 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,11:20 AM,68 å¡F,59 å¡F,73%,W,7 mph,0 mph,29.75 in,0.0 in,Partly Cloudy
7/12/19,11:50 AM,70 å¡F,61 å¡F,73%,W,6 mph,0 mph,29.75 in,0.0 in,Partly Cloudy
7/12/19,12:20 PM,70 å¡F,59 å¡F,68%,WNW,7 mph,0 mph,29.75 in,0.0 in,Showers in the Vicinity
7/12/19,12:50 PM,68 å¡F,61 å¡F,78%,W,8 mph,0 mph,29.75 in,0.0 in,Fair
7/12/19,1:20 PM,68 å¡F,59 å¡F,73%,NW,10 mph,0 mph,29.75 in,0.0 in,Rain Shower
7/12/19,1:50 PM,64 å¡F,63 å¡F,94%,W,6 mph,0 mph,29.75 in,0.0 in,Partly Cloudy
7/12/19,2:20 PM,63 å¡F,59 å¡F,88%,VAR,6 mph,0 mph,29.75 in,0.0 in,Light Rain with Thunder
7/12/19,2:50 PM,64 å¡F,59 å¡F,83%,NW,9 mph,0 mph,29.78 in,0.0 in,Mostly Cloudy
7/12/19,3:20 PM,66 å¡F,61 å¡F,83%,NW,10 mph,0 mph,29.78 in,0.0 in,Light Rain Shower
7/12/19,3:50 PM,68 å¡F,61 å¡F,78%,NW,14 mph,0 mph,29.78 in,0.0 in,Partly Cloudy
7/12/19,4:20 PM,68 å¡F,57 å¡F,68%,NW,13 mph,0 mph,29.78 in,0.0 in,Partly Cloudy
7/12/19,4:50 PM,68 å¡F,55 å¡F,64%,NNW,13 mph,0 mph,29.78 in,0.0 in,Partly Cloudy
7/12/19,5:20 PM,68 å¡F,55 å¡F,64%,NNW,13 mph,0 mph,29.78 in,0.0 in,Fair
7/12/19,5:50 PM,70 å¡F,54 å¡F,56%,NW,14 mph,0 mph,29.81 in,0.0 in,Fair
7/12/19,6:20 PM,68 å¡F,54 å¡F,60%,NNW,13 mph,0 mph,29.81 in,0.0 in,Fair
7/12/19,6:50 PM,66 å¡F,54 å¡F,64%,NNW,10 mph,0 mph,29.81 in,0.0 in,Fair
7/12/19,7:20 PM,66 å¡F,54 å¡F,64%,NNW,12 mph,0 mph,29.81 in,0.0 in,Fair
7/12/19,7:50 PM,66 å¡F,55 å¡F,68%,NNW,13 mph,0 mph,29.81 in,0.0 in,Fair
7/12/19,8:20 PM,66 å¡F,55 å¡F,68%,NNW,9 mph,0 mph,29.83 in,0.0 in,Fair
7/12/19,8:50 PM,64 å¡F,55 å¡F,73%,NW,10 mph,0 mph,29.83 in,0.0 in,Fair
7/12/19,9:20 PM,63 å¡F,55 å¡F,77%,NNW,7 mph,0 mph,29.83 in,0.0 in,Fair
7/12/19,9:50 PM,63 å¡F,55 å¡F,77%,NNW,6 mph,0 mph,29.86 in,0.0 in,Fair
7/12/19,10:20 PM,63 å¡F,55 å¡F,77%,NW,5 mph,0 mph,29.86 in,0.0 in,Fair
7/12/19,10:50 PM,61 å¡F,55 å¡F,82%,WNW,7 mph,0 mph,29.86 in,0.0 in,Fair
7/12/19,11:20 PM,61 å¡F,57 å¡F,88%,WNW,7 mph,0 mph,29.86 in,0.0 in,Fair
7/12/19,11:50 PM,61 å¡F,55 å¡F,82%,WNW,8 mph,0 mph,29.86 in,0.0 in,Partly Cloudy
7/13/19,12:20 AM,59 å¡F,55 å¡F,88%,WNW,8 mph,0 mph,29.86 in,0.0 in,Partly Cloudy
7/13/19,12:50 AM,59 å¡F,55 å¡F,88%,WNW,8 mph,0 mph,29.89 in,0.0 in,Fair
7/13/19,1:20 AM,59 å¡F,55 å¡F,88%,NW,8 mph,0 mph,29.89 in,0.0 in,Fair
7/13/19,1:50 AM,59 å¡F,55 å¡F,88%,NW,10 mph,0 mph,29.89 in,0.0 in,Fair
7/13/19,2:20 AM,57 å¡F,55 å¡F,94%,WNW,8 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy
7/13/19,2:50 AM,59 å¡F,55 å¡F,88%,WNW,8 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy
7/13/19,3:20 AM,59 å¡F,54 å¡F,82%,WNW,8 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy
7/13/19,3:50 AM,59 å¡F,55 å¡F,88%,NW,6 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy
7/13/19,4:20 AM,59 å¡F,55 å¡F,88%,NW,3 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy
7/13/19,4:50 AM,59 å¡F,55 å¡F,88%,NW,3 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy
7/13/19,5:20 AM,59 å¡F,55 å¡F,88%,WNW,7 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy
7/13/19,5:50 AM,59 å¡F,55 å¡F,88%,WNW,7 mph,0 mph,29.89 in,0.0 in,Mostly Cloudy
7/13/19,6:20 AM,61 å¡F,55 å¡F,82%,WNW,9 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy
7/13/19,6:50 AM,61 å¡F,55 å¡F,82%,WNW,9 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy
7/13/19,7:20 AM,61 å¡F,55 å¡F,82%,WNW,7 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy
7/13/19,7:50 AM,61 å¡F,55 å¡F,82%,WNW,8 mph,0 mph,29.92 in,0.0 in,Light Drizzle
7/13/19,8:20 AM,59 å¡F,57 å¡F,94%,WNW,6 mph,0 mph,29.92 in,0.0 in,Mostly Cloudy
7/13/19,8:50 AM,59 å¡F,57 å¡F,94%,WNW,6 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
7/13/19,9:20 AM,61 å¡F,57 å¡F,88%,NW,7 mph,0 mph,29.95 in,0.0 in,Light Drizzle
7/13/19,9:50 AM,61 å¡F,59 å¡F,94%,WNW,7 mph,0 mph,29.95 in,0.0 in,Fair
7/13/19,10:20 AM,63 å¡F,59 å¡F,88%,NW,6 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
7/13/19,10:50 AM,63 å¡F,59 å¡F,88%,WNW,7 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
7/13/19,11:20 AM,63 å¡F,61 å¡F,94%,N,3 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
7/13/19,11:50 AM,64 å¡F,61 å¡F,88%,N,5 mph,0 mph,29.95 in,0.0 in,Mostly Cloudy
7/13/19,12:20 PM,66 å¡F,59 å¡F,78%,NNW,9 mph,0 mph,29.95 in,0.0 in,Light Rain Shower
7/13/19,12:50 PM,66 å¡F,59 å¡F,78%,NNW,10 mph,0 mph,29.95 in,0.0 in,Partly Cloudy
7/13/19,1:20 PM,68 å¡F,57 å¡F,68%,NNW,12 mph,0 mph,29.95 in,0.0 in,Partly Cloudy
7/13/19,1:50 PM,68 å¡F,59 å¡F,73%,NNW,13 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
7/13/19,2:20 PM,70 å¡F,55 å¡F,60%,NW,13 mph,0 mph,29.95 in,0.0 in,Partly Cloudy
7/13/19,2:50 PM,68 å¡F,57 å¡F,68%,NNW,10 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
7/13/19,3:20 PM,68 å¡F,55 å¡F,64%,NNW,14 mph,0 mph,29.98 in,0.0 in,Fair
7/13/19,3:50 PM,68 å¡F,55 å¡F,64%,NW,15 mph,0 mph,29.98 in,0.0 in,Mostly Cloudy
7/13/19,4:20 PM,70 å¡F,55 å¡F,60%,NW,12 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
7/13/19,4:50 PM,70 å¡F,55 å¡F,60%,NW,10 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
7/13/19,5:20 PM,66 å¡F,55 å¡F,68%,NNW,14 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
7/13/19,5:50 PM,66 å¡F,55 å¡F,68%,NW,12 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
7/13/19,6:20 PM,66 å¡F,55 å¡F,68%,NW,12 mph,0 mph,29.98 in,0.0 in,Fair
7/13/19,6:50 PM,66 å¡F,55 å¡F,68%,NNW,9 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
7/13/19,7:20 PM,66 å¡F,55 å¡F,68%,NNW,14 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
7/13/19,7:50 PM,64 å¡F,55 å¡F,73%,NNW,10 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
7/13/19,8:20 PM,63 å¡F,55 å¡F,77%,NNW,12 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
7/13/19,8:50 PM,63 å¡F,55 å¡F,77%,NNW,8 mph,0 mph,29.98 in,0.0 in,Fair
7/13/19,9:20 PM,63 å¡F,55 å¡F,77%,NNW,10 mph,0 mph,29.98 in,0.0 in,Fair
7/13/19,9:50 PM,63 å¡F,54 å¡F,72%,NNW,12 mph,0 mph,29.98 in,0.0 in,Partly Cloudy
