,index,time,,Temp (F),dewpoint,humidity,wind,windspeed,windgust,pressurre,precip,condit
,10855.5,8/15/19 13:35,,,,,,,,,,
,10856,8/15/19 13:50,,64,59,0.83,W,13,0,29.75,0,Fair
,10856.5,8/15/19 14:05,,,,,,,,,,
,10857,8/15/19 14:20,,68,59,0.73,W,15,0,29.75,0,Partly Cloudy
,10857.5,8/15/19 14:35,,,,,,,,,,
,10858,8/15/19 14:50,,68,57,0.68,W,16,0,29.75,0,Showers in the Vicinity
,10858.5,8/15/19 15:05,,,,,,,,,,
,10859,8/15/19 15:20,,66,57,0.73,W,20,0,29.78,0,Showers in the Vicinity
,10859.5,8/15/19 15:35,,,,,,,,,,
,10860,8/15/19 15:50,,68,57,0.68,W,14,0,29.78,0,Showers in the Vicinity
,10860.5,8/15/19 16:05,,,,,,,,,,
,10861,8/15/19 16:20,,68,57,0.68,W,13,0,29.78,0,Fair
,10861.5,8/15/19 16:35,,,,,,,,,,
,10862,8/15/19 16:50,,68,55,0.64,W,16,0,29.78,0,Fair
,10862.5,8/15/19 17:05,,,,,,,,,,
,10863,8/15/19 17:20,,68,54,0.6,W,14,0,29.81,0,Partly Cloudy
,10863.5,8/15/19 17:35,,,,,,,,,,
,10864,8/15/19 17:50,,68,54,0.6,WNW,15,0,29.81,0,Fair
,10864.5,8/15/19 18:05,,,,,,,,,,
,10865,8/15/19 18:20,,66,54,0.64,WNW,12,0,29.81,0,Fair
,10865.5,8/15/19 18:35,,,,,,,,,,
,10866,8/15/19 18:50,,66,54,0.64,W,10,0,29.83,0,Fair
,10866.5,8/15/19 19:05,,,,,,,,,,
,10867,8/15/19 19:20,,66,54,0.64,W,13,0,29.83,0,Fair
,10867.5,8/15/19 19:35,,,,,,,,,,
,10868,8/15/19 19:50,,64,55,0.73,W,8,0,29.83,0,Fair
,10868.5,8/15/19 20:05,,,,,,,,,,
,10869,8/15/19 20:20,,64,54,0.68,W,9,0,29.86,0,Fair
,10869.5,8/15/19 20:35,,,,,,,,,,
,10870,8/15/19 20:50,,64,55,0.73,W,8,0,29.86,0,Light Rain Shower
,10870.5,8/15/19 21:05,,,,,,,,,,
,10871,8/15/19 21:20,,63,57,0.82,WSW,7,0,29.86,0,Fair
,10871.5,8/15/19 21:35,,,,,,,,,,
,10872,8/15/19 21:50,,64,55,0.73,WSW,10,0,29.89,0,Fair
,10872.5,8/15/19 22:05,,,,,,,,,,
,10873,8/15/19 22:20,,63,55,0.77,WSW,10,0,29.89,0,Fair
,10873.5,8/15/19 22:35,,,,,,,,,,
,10874,8/15/19 22:50,,63,55,0.77,WSW,10,0,29.89,0,Fair
,10874.5,8/15/19 23:05,,,,,,,,,,
,10875,8/15/19 23:20,,61,55,0.82,WSW,9,0,29.89,0,Fair
,10875.5,8/15/19 23:35,,,,,,,,,,
,10876,8/15/19 23:50,,61,55,0.82,WSW,8,0,29.89,0,Fair
,10876.5,8/16/19 0:05,,,,,,,,,,
,10877,8/16/19 0:20,,59,55,0.88,SW,7,0,29.89,0,Fair
,10877.5,8/16/19 0:35,,,,,,,,,,
,10878,8/16/19 0:50,,59,55,0.88,SW,7,0,29.89,0,Fair
,10878.5,8/16/19 1:05,,,,,,,,,,
,10879,8/16/19 1:20,,57,54,0.88,SW,7,0,29.89,0,Fair
,10879.5,8/16/19 1:35,,,,,,,,,,
,10880,8/16/19 1:50,,57,55,0.94,SW,8,0,29.89,0,Fair
,10880.5,8/16/19 2:05,,,,,,,,,,
,10881,8/16/19 2:20,,57,54,0.88,SW,6,0,29.89,0,Fair
,10881.5,8/16/19 2:35,,,,,,,,,,
,10882,8/16/19 2:50,,57,54,0.88,SW,6,0,29.89,0,Fair
,10882.5,8/16/19 3:05,,,,,,,,,,
,10883,8/16/19 3:20,,57,55,0.94,SW,6,0,29.89,0,Fair
,10883.5,8/16/19 3:35,,,,,,,,,,
,10884,8/16/19 3:50,,55,54,0.94,SSW,7,0,29.89,0,Fair
,10884.5,8/16/19 4:05,,,,,,,,,,
,10885,8/16/19 4:20,,55,54,0.94,SSW,7,0,29.89,0,Fair
,10885.5,8/16/19 4:35,,,,,,,,,,
,10886,8/16/19 4:50,,55,54,0.94,SSW,6,0,29.89,0,Fair
,10886.5,8/16/19 5:05,,,,,,,,,,
,10887,8/16/19 5:20,,57,55,0.94,SSW,5,0,29.89,0,Partly Cloudy
,10887.5,8/16/19 5:35,,,,,,,,,,
,10888,8/16/19 5:50,,57,55,0.94,SW,6,0,29.89,0,Mostly Cloudy
,10888.5,8/16/19 6:05,,,,,,,,,,
,10889,8/16/19 6:20,,57,55,0.94,SW,8,0,29.89,0,Mostly Cloudy
,10889.5,8/16/19 6:35,,,,,,,,,,
,10890,8/16/19 6:50,,59,55,0.88,SW,9,0,29.89,0,Mostly Cloudy
,10890.5,8/16/19 7:05,,,,,,,,,,
,10891,8/16/19 7:20,,59,55,0.88,SW,9,0,29.89,0,Mostly Cloudy
,10891.5,8/16/19 7:35,,,,,,,,,,
,10892,8/16/19 7:50,,59,55,0.88,SW,10,0,29.89,0,Partly Cloudy
,10892.5,8/16/19 8:05,,,,,,,,,,
,10893,8/16/19 8:20,,61,55,0.82,SW,10,0,29.89,0,Partly Cloudy
,10893.5,8/16/19 8:35,,,,,,,,,,
,10894,8/16/19 8:50,,61,55,0.82,SW,10,0,29.89,0,Partly Cloudy
,10894.5,8/16/19 9:05,,,,,,,,,,
,10895,8/16/19 9:20,,63,55,0.77,SW,8,0,29.89,0,Fair
,10895.5,8/16/19 9:35,,,,,,,,,,
,10896,8/16/19 9:50,,63,55,0.77,SSW,12,0,29.89,0,Fair
,10896.5,8/16/19 10:05,,,,,,,,,,
,10897,8/16/19 10:20,,64,55,0.73,SSW,12,0,29.89,0,Fair
,10897.5,8/16/19 10:35,,,,,,,,,,
,10898,8/16/19 10:50,,64,55,0.73,SW,9,0,29.89,0,Partly Cloudy
,10898.5,8/16/19 11:05,,,,,,,,,,
,10899,8/16/19 11:20,,66,55,0.68,SSW,10,0,29.89,0,Partly Cloudy
,10899.5,8/16/19 11:35,,,,,,,,,,
,10900,8/16/19 11:50,,66,55,0.68,S,9,0,29.86,0,Partly Cloudy
,10900.5,8/16/19 12:05,,,,,,,,,,
,10901,8/16/19 12:20,,68,57,0.68,SSW,9,0,29.86,0,Mostly Cloudy
,10901.5,8/16/19 12:35,,,,,,,,,,
,10902,8/16/19 12:50,,68,54,0.6,SSW,9,0,29.86,0,Mostly Cloudy
,10902.5,8/16/19 13:05,,,,,,,,,,
,10903,8/16/19 13:20,,70,54,0.56,SW,10,0,29.86,0,Mostly Cloudy
,10903.5,8/16/19 13:35,,,,,,,,,,
,10904,8/16/19 13:50,,70,54,0.56,SSW,10,0,29.86,0,Mostly Cloudy
,10904.5,8/16/19 14:05,,,,,,,,,,
,10905,8/16/19 14:20,,72,55,0.57,WSW,9,0,29.83,0,Mostly Cloudy
,10905.5,8/16/19 14:35,,,,,,,,,,
,10906,8/16/19 14:50,,72,54,0.53,SSW,8,0,29.83,0,Fair
,10906.5,8/16/19 15:05,,,,,,,,,,
,10907,8/16/19 15:20,,72,54,0.53,SSW,12,0,29.81,0,Fair
,10907.5,8/16/19 15:35,,,,,,,,,,
,10908,8/16/19 15:50,,72,54,0.53,SSW,12,0,29.81,0,Fair
,10908.5,8/16/19 16:05,,,,,,,,,,
,10909,8/16/19 16:20,,72,54,0.53,SSW,9,0,29.78,0,Fair
,10909.5,8/16/19 16:35,,,,,,,,,,
,10910,8/16/19 16:50,,72,52,0.5,SSW,10,0,29.78,0,Fair
,10910.5,8/16/19 17:05,,,,,,,,,,
,10911,8/16/19 17:20,,70,52,0.53,SW,10,0,29.78,0,Fair
,10911.5,8/16/19 17:35,,,,,,,,,,
,10912,8/16/19 17:50,,70,54,0.56,SSW,9,0,29.78,0,Fair
,10912.5,8/16/19 18:05,,,,,,,,,,
,10913,8/16/19 18:20,,70,54,0.56,SSW,10,0,29.75,0,Fair
,10913.5,8/16/19 18:35,,,,,,,,,,
,10914,8/16/19 18:50,,70,54,0.56,SSW,7,0,29.75,0,Fair
,10914.5,8/16/19 19:05,,,,,,,,,,
,10915,8/16/19 19:20,,68,54,0.6,S,6,0,29.75,0,Light Rain
,10915.5,8/16/19 19:35,,,,,,,,,,
,10916,8/16/19 19:50,,66,55,0.68,S,5,0,29.75,0,Fair
,10916.5,8/16/19 20:05,,,,,,,,,,
,10917,8/16/19 20:20,,66,55,0.68,S,5,0,29.75,0,Fair
,10917.5,8/16/19 20:35,,,,,,,,,,
,10918,8/16/19 20:50,,66,54,0.64,S,7,0,29.75,0,Light Rain
,10918.5,8/16/19 21:05,,,,,,,,,,
,10919,8/16/19 21:20,,64,55,0.73,SSE,6,0,29.72,0,Light Rain
,10919.5,8/16/19 21:35,,,,,,,,,,
,10920,8/16/19 21:50,,64,55,0.73,SSE,9,0,29.72,0,Light Rain
,10920.5,8/16/19 22:05,,,,,,,,,,
,10921,8/16/19 22:20,,64,57,0.77,S,9,0,29.72,0,Light Rain
,10921.5,8/16/19 22:35,,,,,,,,,,
,10922,8/16/19 22:50,,64,55,0.73,S,8,0,29.69,0,Light Rain
,10922.5,8/16/19 23:05,,,,,,,,,,
,10923,8/16/19 23:20,,64,55,0.73,S,8,0,29.69,0,Light Rain
,10923.5,8/16/19 23:35,,,,,,,,,,
,10924,8/16/19 23:50,,63,57,0.82,S,8,0,29.69,0,Light Rain
,10924.5,8/17/19 0:05,,,,,,,,,,
,10925,8/17/19 0:20,,63,57,0.82,SSW,6,0,29.69,0,Light Rain
,10925.5,8/17/19 0:35,,,,,,,,,,
,10926,8/17/19 0:50,,63,57,0.82,S,6,0,29.66,0,Fair
,10926.5,8/17/19 1:05,,,,,,,,,,
,10927,8/17/19 1:20,,64,57,0.77,S,9,0,29.66,0,Fair
,10927.5,8/17/19 1:35,,,,,,,,,,
,10928,8/17/19 1:50,,64,57,0.77,SSW,9,0,29.66,0,Fair
,10928.5,8/17/19 2:05,,,,,,,,,,
,10929,8/17/19 2:20,,64,55,0.73,S,8,0,29.63,0,Fair
,10929.5,8/17/19 2:35,,,,,,,,,,
,10930,8/17/19 2:50,,64,55,0.73,SSW,9,0,29.63,0,Fair
,10930.5,8/17/19 3:05,,,,,,,,,,
,10931,8/17/19 3:20,,64,55,0.73,SSW,10,0,29.63,0,Fair
,10931.5,8/17/19 3:35,,,,,,,,,,
,10932,8/17/19 3:50,,64,55,0.73,SW,10,0,29.63,0,Fair
,10932.5,8/17/19 4:05,,,,,,,,,,
,10933,8/17/19 4:20,,64,55,0.73,SSW,10,0,29.6,0,Fair
,10933.5,8/17/19 4:35,,,,,,,,,,
,10934,8/17/19 4:50,,64,55,0.73,SW,12,0,29.63,0,Mostly Cloudy
,10934.5,8/17/19 5:05,,,,,,,,,,
,10935,8/17/19 5:20,,61,57,0.88,SW,12,0,29.63,0,Light Rain
,10935.5,8/17/19 5:35,,,,,,,,,,
,10936,8/17/19 5:50,,61,59,0.94,SW,10,0,29.63,0,Mostly Cloudy
,10936.5,8/17/19 6:05,,,,,,,,,,
,10937,8/17/19 6:20,,61,59,0.94,SSW,10,0,29.63,0,Light Drizzle
,10937.5,8/17/19 6:35,,,,,,,,,,
,10938,8/17/19 6:50,,61,59,0.94,SSW,13,0,29.63,0,Mostly Cloudy
,10938.5,8/17/19 7:05,,,,,,,,,,
,10939,8/17/19 7:20,,63,59,0.88,SSW,13,0,29.63,0,Mostly Cloudy
,10939.5,8/17/19 7:35,,,,,,,,,,
,10940,8/17/19 7:50,,63,59,0.88,SSW,12,0,29.63,0,Mostly Cloudy
,10940.5,8/17/19 8:05,,,,,,,,,,
,10941,8/17/19 8:20,,63,59,0.88,SSW,13,0,29.63,0,Mostly Cloudy
,10941.5,8/17/19 8:35,,,,,,,,,,
,10942,8/17/19 8:50,,63,59,0.88,SSW,13,0,29.63,0,Mostly Cloudy
,10942.5,8/17/19 9:05,,,,,,,,,,
,10943,8/17/19 9:20,,63,61,0.94,SSW,13,0,29.63,0,Mist
,10943.5,8/17/19 9:35,,,,,,,,,,
,10944,8/17/19 9:50,,63,61,0.94,SSW,12,0,29.63,0,Light Rain
,10944.5,8/17/19 10:05,,,,,,,,,,
,10945,8/17/19 10:20,,63,61,0.94,SSW,10,0,29.63,0,Light Rain
,10945.5,8/17/19 10:35,,,,,,,,,,
,10946,8/17/19 10:50,,64,63,0.94,SSW,12,0,29.63,0,Light Rain
,10946.5,8/17/19 11:05,,,,,,,,,,
,10947,8/17/19 11:20,,64,61,0.88,SSW,13,0,29.63,0,Mostly Cloudy
,10947.5,8/17/19 11:35,,,,,,,,,,
,10948,8/17/19 11:50,,64,63,0.94,SSW,13,0,29.63,0,Mostly Cloudy
,10948.5,8/17/19 12:05,,,,,,,,,,
,10949,8/17/19 12:20,,66,63,0.88,SSW,10,0,29.63,0,Mostly Cloudy
,10949.5,8/17/19 12:35,,,,,,,,,,
,10950,8/17/19 12:50,,66,63,0.88,SSW,10,0,29.63,0,Light Rain
,10950.5,8/17/19 13:05,,,,,,,,,,
,10951,8/17/19 13:20,,66,63,0.88,SSW,12,0,29.63,0,Mostly Cloudy
,10951.5,8/17/19 13:35,,,,,,,,,,
,10952,8/17/19 13:50,,66,63,0.88,SSW,9,0,29.63,0,Mostly Cloudy
,10952.5,8/17/19 14:05,,,,,,,,,,
,10953,8/17/19 14:20,,66,63,0.88,SSW,12,0,29.63,0,Mostly Cloudy
,10953.5,8/17/19 14:35,,,,,,,,,,
,10954,8/17/19 14:50,,66,63,0.88,SSW,13,0,29.63,0,Mostly Cloudy
,10954.5,8/17/19 15:05,,,,,,,,,,
,10955,8/17/19 15:20,,66,63,0.88,SSW,10,0,29.63,0,Mostly Cloudy
,10955.5,8/17/19 15:35,,,,,,,,,,
,10956,8/17/19 15:50,,66,63,0.88,SSW,12,0,29.63,0,Mostly Cloudy
,10956.5,8/17/19 16:05,,,,,,,,,,
,10957,8/17/19 16:20,,66,63,0.88,SSW,13,0,29.63,0,Light Rain
,10957.5,8/17/19 16:35,,,,,,,,,,
,10958,8/17/19 16:50,,66,63,0.88,SSW,13,0,29.63,0,Light Rain
,10958.5,8/17/19 17:05,,,,,,,,,,
,10959,8/17/19 17:20,,66,64,0.94,SSW,10,0,29.63,0,Mist
,10959.5,8/17/19 17:35,,,,,,,,,,
,10960,8/17/19 17:50,,66,64,0.94,SSW,9,0,29.63,0,Light Rain
,10960.5,8/17/19 18:05,,,,,,,,,,
,10961,8/17/19 18:20,,64,63,0.94,W,9,0,29.63,0,Light Rain
,10961.5,8/17/19 18:35,,,,,,,,,,
,10962,8/17/19 18:50,,64,63,0.94,WSW,6,0,29.63,0,Rain
,10962.5,8/17/19 19:05,,,,,,,,,,
,10963,8/17/19 19:20,,64,63,0.94,WSW,12,0,29.63,0,Partly Cloudy
,10963.5,8/17/19 19:35,,,,,,,,,,
,10964,8/17/19 19:50,,63,61,0.94,WSW,8,0,29.63,0,Partly Cloudy
,10964.5,8/17/19 20:05,,,,,,,,,,
,10965,8/17/19 20:20,,63,61,0.94,SSW,9,0,29.63,0,Partly Cloudy
,10965.5,8/17/19 20:35,,,,,,,,,,
,10966,8/17/19 20:50,,63,61,0.94,SW,7,0,29.63,0,Partly Cloudy
,10966.5,8/17/19 21:05,,,,,,,,,,
,10967,8/17/19 21:20,,63,61,0.94,SW,6,0,29.63,0,Partly Cloudy
,10967.5,8/17/19 21:35,,,,,,,,,,
,10968,8/17/19 21:50,,63,61,0.94,SSW,6,0,29.63,0,Light Rain
,10968.5,8/17/19 22:05,,,,,,,,,,
,10969,8/17/19 22:20,,63,61,0.94,SSW,6,0,29.6,0,Light Rain
,10969.5,8/17/19 22:35,,,,,,,,,,
,10970,8/17/19 22:50,,63,61,0.94,SW,5,0,29.63,0,Light Rain
,10970.5,8/17/19 23:05,,,,,,,,,,
,10971,8/17/19 23:20,,63,61,0.94,WSW,6,0,29.63,0,Light Rain
,10971.5,8/17/19 23:35,,,,,,,,,,
,10972,8/17/19 23:50,,61,59,0.94,WSW,6,0,29.63,0,Light Rain
,10972.5,8/18/19 0:05,,,,,,,,,,
,10973,8/18/19 0:20,,61,57,0.88,SW,8,0,29.63,0,Light Rain
,10973.5,8/18/19 0:35,,,,,,,,,,
,10974,8/18/19 0:50,,61,59,0.94,SSW,6,0,29.63,0,Light Rain
,10974.5,8/18/19 1:05,,,,,,,,,,
,10975,8/18/19 1:20,,61,59,0.94,SSW,5,0,29.63,0,Light Rain
,10975.5,8/18/19 1:35,,,,,,,,,,
,10976,8/18/19 1:50,,61,59,0.94,SSW,5,0,29.6,0,Fair
,10976.5,8/18/19 2:05,,,,,,,,,,
,10977,8/18/19 2:20,,61,57,0.88,SSW,5,0,29.6,0,Light Rain
,10977.5,8/18/19 2:35,,,,,,,,,,
,10978,8/18/19 2:50,,59,57,0.94,S,5,0,29.6,0,Light Rain
,10978.5,8/18/19 3:05,,,,,,,,,,
,10979,8/18/19 3:20,,59,57,0.94,S,6,0,29.6,0,Light Rain
,10979.5,8/18/19 3:35,,,,,,,,,,
,10980,8/18/19 3:50,,59,57,0.94,S,7,0,29.6,0,Light Rain
,10980.5,8/18/19 4:05,,,,,,,,,,
,10981,8/18/19 4:20,,59,57,0.94,S,7,0,29.57,0,Fair
,10981.5,8/18/19 4:35,,,,,,,,,,
,10982,8/18/19 4:50,,59,57,0.94,S,6,0,29.57,0,Light Rain
,10982.5,8/18/19 5:05,,,,,,,,,,
,10983,8/18/19 5:20,,59,57,0.94,S,5,0,29.57,0,Light Rain
,10983.5,8/18/19 5:35,,,,,,,,,,
,10984,8/18/19 5:50,,59,57,0.94,S,5,0,29.57,0,Light Rain
,10984.5,8/18/19 6:05,,,,,,,,,,
,10985,8/18/19 6:20,,59,57,0.94,S,5,0,29.54,0,Light Rain
,10985.5,8/18/19 6:35,,,,,,,,,,
,10986,8/18/19 6:50,,59,57,0.94,S,6,0,29.54,0,Light Rain
,10986.5,8/18/19 7:05,,,,,,,,,,
,10987,8/18/19 7:20,,59,57,0.94,SSE,5,0,29.54,0,Light Rain
,10987.5,8/18/19 7:35,,,,,,,,,,
,10988,8/18/19 7:50,,59,57,0.94,ESE,5,0,29.51,0,Light Rain
,10988.5,8/18/19 8:05,,,,,,,,,,
,10989,8/18/19 8:20,,59,57,0.94,SE,5,0,29.51,0,Light Rain
,10989.5,8/18/19 8:35,,,,,,,,,,
,10990,8/18/19 8:50,,59,57,0.94,VAR,2,0,29.51,0,Rain
,10990.5,8/18/19 9:05,,,,,,,,,,
,10991,8/18/19 9:20,,59,57,0.94,SE,8,0,29.48,0,Light Rain
,10991.5,8/18/19 9:35,,,,,,,,,,
,10992,8/18/19 9:50,,59,57,0.94,VAR,1,0,29.51,0,Light Rain
,10992.5,8/18/19 10:05,,,,,,,,,,
,10993,8/18/19 10:20,,59,57,0.94,CALM,0,0,29.51,0,Light Rain
,10993.5,8/18/19 10:35,,,,,,,,,,
,10994,8/18/19 10:50,,61,59,0.94,VAR,1,0,29.51,0,Mostly Cloudy
,10994.5,8/18/19 11:05,,,,,,,,,,
,10995,8/18/19 11:20,,63,59,0.88,VAR,1,0,29.51,0,Mostly Cloudy
,10995.5,8/18/19 11:35,,,,,,,,,,
,10996,8/18/19 11:50,,63,59,0.88,WSW,3,0,29.54,0,Mostly Cloudy
,10996.5,8/18/19 12:05,,,,,,,,,,
,10997,8/18/19 12:20,,63,59,0.88,WSW,6,0,29.57,0,Mostly Cloudy
,10997.5,8/18/19 12:35,,,,,,,,,,
,10998,8/18/19 12:50,,63,61,0.94,WSW,7,0,29.57,0,Light Rain
,10998.5,8/18/19 13:05,,,,,,,,,,
,10999,8/18/19 13:20,,63,61,0.94,W,10,0,29.57,0,Light Rain
,10999.5,8/18/19 13:35,,,,,,,,,,
,11000,8/18/19 13:50,,66,61,0.83,W,10,0,29.6,0,Mostly Cloudy
,11000.5,8/18/19 14:05,,,,,,,,,,
,11001,8/18/19 14:20,,66,59,0.78,W,12,0,29.6,0,Mostly Cloudy
,11001.5,8/18/19 14:35,,,,,,,,,,
,11002,8/18/19 14:50,,66,59,0.78,W,13,0,29.6,0,Fair
,11002.5,8/18/19 15:05,,,,,,,,,,
,11003,8/18/19 15:20,,68,57,0.68,WSW,16,0,29.63,0,Partly Cloudy
,11003.5,8/18/19 15:35,,,,,,,,,,
,11004,8/18/19 15:50,,68,59,0.73,W,13,0,29.63,0,Partly Cloudy
,11004.5,8/18/19 16:05,,,,,,,,,,
,11005,8/18/19 16:20,,68,57,0.68,WSW,13,0,29.63,0,Fair
,11005.5,8/18/19 16:35,,,,,,,,,,
,11006,8/18/19 16:50,,68,57,0.68,WSW,12,0,29.63,0,Fair
,11006.5,8/18/19 17:05,,,,,,,,,,
,11007,8/18/19 17:20,,68,55,0.64,WSW,12,0,29.63,0,Fair
,11007.5,8/18/19 17:35,,,,,,,,,,
,11008,8/18/19 17:50,,70,54,0.56,WSW,15,0,29.66,0,Fair
,11008.5,8/18/19 18:05,,,,,,,,,,
,11009,8/18/19 18:20,,70,54,0.56,WSW,13,0,29.66,0,Partly Cloudy
,11009.5,8/18/19 18:35,,,,,,,,,,
,11010,8/18/19 18:50,,68,52,0.56,W,15,0,29.66,0,Fair
,11010.5,8/18/19 19:05,,,,,,,,,,
,11011,8/18/19 19:20,,64,48,0.56,W,15,0,29.69,0,Fair
,11011.5,8/18/19 19:35,,,,,,,,,,
,11012,8/18/19 19:50,,64,50,0.59,WSW,12,0,29.69,0,Fair
,11012.5,8/18/19 20:05,,,,,,,,,,
,11013,8/18/19 20:20,,63,50,0.63,WSW,10,0,29.69,0,Fair
,11013.5,8/18/19 20:35,,,,,,,,,,
,11014,8/18/19 20:50,,61,50,0.68,SW,8,0,29.69,0,Fair
,11014.5,8/18/19 21:05,,,,,,,,,,
,11015,8/18/19 21:20,,59,52,0.77,SW,8,0,29.72,0,Fair
,11015.5,8/18/19 21:35,,,,,,,,,,
,11016,8/18/19 21:50,,61,50,0.68,SW,9,0,29.72,0,Fair
,11016.5,8/18/19 22:05,,,,,,,,,,
,11017,8/18/19 22:20,,59,50,0.72,WSW,8,0,29.72,0,Fair
,11017.5,8/18/19 22:35,,,,,,,,,,
,11018,8/18/19 22:50,,59,50,0.72,SW,9,0,29.75,0,Fair
,11018.5,8/18/19 23:05,,,,,,,,,,
,11019,8/18/19 23:20,,59,50,0.72,WSW,10,0,29.75,0,Fair
,11019.5,8/18/19 23:35,,,,,,,,,,
,11020,8/18/19 23:50,,59,52,0.77,SW,9,0,29.75,0,Fair
,11020.5,8/19/19 0:05,,,,,,,,,,
,11021,8/19/19 0:20,,59,52,0.77,WSW,10,0,29.75,0,Fair
,11021.5,8/19/19 0:35,,,,,,,,,,
,11022,8/19/19 0:50,,59,52,0.77,SW,10,0,29.78,0,Fair
,11022.5,8/19/19 1:05,,,,,,,,,,
,11023,8/19/19 1:20,,57,52,0.82,SW,9,0,29.78,0,Fair
,11023.5,8/19/19 1:35,,,,,,,,,,
,11024,8/19/19 1:50,,57,52,0.82,SW,9,0,29.78,0,Fair
,11024.5,8/19/19 2:05,,,,,,,,,,
,11025,8/19/19 2:20,,57,52,0.82,SW,9,0,29.78,0,Fair
,11025.5,8/19/19 2:35,,,,,,,,,,
,11026,8/19/19 2:50,,55,52,0.88,SSW,9,0,29.78,0,Fair
,11026.5,8/19/19 3:05,,,,,,,,,,
,11027,8/19/19 3:20,,55,52,0.88,SSW,8,0,29.78,0,Fair
,11027.5,8/19/19 3:35,,,,,,,,,,
,11028,8/19/19 3:50,,55,52,0.88,SSW,10,0,29.78,0,Fair
,11028.5,8/19/19 4:05,,,,,,,,,,
,11029,8/19/19 4:20,,55,52,0.88,SSW,10,0,29.78,0,Fair
,11029.5,8/19/19 4:35,,,,,,,,,,
,11030,8/19/19 4:50,,55,52,0.88,SSW,10,0,29.81,0,Fair
,11030.5,8/19/19 5:05,,,,,,,,,,
,11031,8/19/19 5:20,,55,52,0.88,SW,9,0,29.81,0,Fair
,11031.5,8/19/19 5:35,,,,,,,,,,
,11032,8/19/19 5:50,,54,52,0.94,SSW,8,0,29.81,0,Fair
,11032.5,8/19/19 6:05,,,,,,,,,,
,11033,8/19/19 6:20,,55,52,0.88,SSW,9,0,29.83,0,Fair
,11033.5,8/19/19 6:35,,,,,,,,,,
,11034,8/19/19 6:50,,55,52,0.88,SW,10,0,29.83,0,Fair
,11034.5,8/19/19 7:05,,,,,,,,,,
,11035,8/19/19 7:20,,57,52,0.82,SW,10,0,29.83,0,Fair
,11035.5,8/19/19 7:35,,,,,,,,,,
,11036,8/19/19 7:50,,59,52,0.77,SW,12,0,29.83,0,Fair
,11036.5,8/19/19 8:05,,,,,,,,,,
,11037,8/19/19 8:20,,61,54,0.77,SW,12,0,29.83,0,Fair
,11037.5,8/19/19 8:35,,,,,,,,,,
,11038,8/19/19 8:50,,63,54,0.72,SW,12,0,29.83,0,Fair
,11038.5,8/19/19 9:05,,,,,,,,,,
,11039,8/19/19 9:20,,64,54,0.68,SW,13,0,29.86,0,Fair
,11039.5,8/19/19 9:35,,,,,,,,,,
,11040,8/19/19 9:50,,64,54,0.68,SW,13,0,29.86,0,Fair
,11040.5,8/19/19 10:05,,,,,,,,,,
,11041,8/19/19 10:20,,64,52,0.64,WSW,16,0,29.86,0,Fair
,11041.5,8/19/19 10:35,,,,,,,,,,
,11042,8/19/19 10:50,,66,54,0.64,WSW,14,0,29.86,0,Partly Cloudy
,11042.5,8/19/19 11:05,,,,,,,,,,
,11043,8/19/19 11:20,,68,52,0.56,SW,14,0,29.86,0,Partly Cloudy
,11043.5,8/19/19 11:35,,,,,,,,,,
,11044,8/19/19 11:50,,66,52,0.6,WSW,15,0,29.89,0,Partly Cloudy
,11044.5,8/19/19 12:05,,,,,,,,,,
,11045,8/19/19 12:20,,68,52,0.56,WSW,14,0,29.89,0,Partly Cloudy
,11045.5,8/19/19 12:35,,,,,,,,,,
,11046,8/19/19 12:50,,66,50,0.56,WSW,12,0,29.89,0,Light Rain Shower
,11046.5,8/19/19 13:05,,,,,,,,,,
,11047,8/19/19 13:20,,64,54,0.68,W,9,0,29.89,0,Partly Cloudy
,11047.5,8/19/19 13:35,,,,,,,,,,
,11048,8/19/19 13:50,,66,54,0.64,W,9,0,29.89,0,Partly Cloudy
,11048.5,8/19/19 14:05,,,,,,,,,,
,11049,8/19/19 14:20,,64,52,0.64,W,12,0,29.92,0,Light Rain Shower
,11049.5,8/19/19 14:35,,,,,,,,,,
,11050,8/19/19 14:50,,66,54,0.64,WSW,10,0,29.89,0,Partly Cloudy
,11050.5,8/19/19 15:05,,,,,,,,,,
,11051,8/19/19 15:20,,66,52,0.6,WSW,14,0,29.89,0,Rain Shower
,11051.5,8/19/19 15:35,,,,,,,,,,
,11052,8/19/19 15:50,,68,52,0.56,W,12,0,29.92,0,Fair
,11052.5,8/19/19 16:05,,,,,,,,,,
,11053,8/19/19 16:20,,68,52,0.56,W,14,0,29.92,0,Fair
,11053.5,8/19/19 16:35,,,,,,,,,,
,11054,8/19/19 16:50,,68,50,0.52,WSW,14,0,29.92,0,Fair
,11054.5,8/19/19 17:05,,,,,,,,,,
,11055,8/19/19 17:20,,68,48,0.49,WSW,14,0,29.92,0,Fair
,11055.5,8/19/19 17:35,,,,,,,,,,
,11056,8/19/19 17:50,,68,50,0.52,WSW,15,0,29.92,0,Fair
,11056.5,8/19/19 18:05,,,,,,,,,,
,11057,8/19/19 18:20,,66,48,0.52,WSW,14,0,29.92,0,Fair
,11057.5,8/19/19 18:35,,,,,,,,,,
,11058,8/19/19 18:50,,66,48,0.52,WSW,10,0,29.92,0,Fair
,11058.5,8/19/19 19:05,,,,,,,,,,
